,name,year,genre,rate,voter,director,star,country,company,budget,gross
104,Horns,(2013)," Crime, Drama, Fantasy            ",6.5,"68,013",Alexandre Aja,"Daniel Radcliffe,Juno Temple,Max Minghella,|,See full cast & crew,","USA,Canada","Red Granite Pictures,Mandalay Pictures,See more »,",,"$164,480,"
105,Sweet November,(2001)," Drama, Romance            ",6.7,"78,402",Pat O'Connor,"Keanu Reeves,Charlize Theron,Jason Isaacs,|,See full cast & crew,",USA,"Warner Bros.,Bel Air Entertainment,3 Arts Entertainment,See more »,","$40,000,000","$25,288,103"
106,My Cousin Rachel,(2017)," Drama, Mystery, Romance            ",6.0,"14,270",Roger Michell,"Rachel Weisz,Sam Claflin,Holliday Grainger,|,See full cast & crew,","UK,USA","Fox Searchlight Pictures,Free Range Films,See more »,",,"$2,676,077,"
107,Lucky Number Slevin,(2006)," Crime, Drama, Mystery            ",7.8,"284,534",Paul McGuigan,"Josh Hartnett,Ben Kingsley,Morgan Freeman,|,See full cast & crew,","Germany,UK,USA,Canada","The Weinstein Company,Ascendant Pictures,FilmEngine,See more »,","$27,000,000","$22,494,487,"
108,A Hologram for the King,(2016)," Comedy, Drama, Romance            ",6.1,"34,221",Tom Tykwer,"Tom Hanks,Omar Elba,Sarita Choudhury,|,See full cast & crew,","UK,France,Germany,Mexico,USA","X-Filme Creative Pool,22h22,Fábrica de Cine,See more »,","$30,000,000","$4,198,126,"
109,Boys Don't Cry,(1999)," Biography, Crime, Drama            ",7.6,"85,426",Kimberly Peirce,"Hilary Swank,Chloë Sevigny,Peter Sarsgaard,|,See full cast & crew,",USA,"Fox Searchlight Pictures,The Independent Film Channel Productions,Killer Films,See more »,","$2,000,000","$11,533,945,"
110,Confessions of a Dangerous Mind,(2002)," Biography, Comedy, Crime            ",7.1,"77,645",George Clooney,"Sam Rockwell,Drew Barrymore,George Clooney,|,See full cast & crew,","USA,Germany,Canada","Miramax,Mad Chance,Section Eight,See more »,","$29,000,000","$16,003,576,"
111,Ideal Home,(2018)," Comedy, Drama            ",6.4,"4,076",Andrew Fleming,"Steve Coogan,Paul Rudd,Jesse Luken,|,See full cast & crew,",USA,"Remstar Studios,Baby Cow Films,Lucky Monkey Pictures,See more »,","$10,000,000",
112,J. Edgar,(2011)," Biography, Crime, Drama            ",6.6,"113,805",Clint Eastwood,"Leonardo DiCaprio,Armie Hammer,Naomi Watts,|,See full cast & crew,",USA,"Imagine Entertainment,Malpaso Productions,Wintergreen Productions,See more »,","$35,000,000","$37,306,030"
113,Spun,(2002)," Comedy, Crime, Drama            ",6.8,"34,514",Jonas Åkerlund,"Jason Schwartzman,John Leguizamo,Patrick Fugit,|,See full cast & crew,",USA,"Muse Productions,Brink Films,Little Magic Films,See more »,","$2,000,000","$410,241,"
114,The Rules of Attraction,(2002)," Comedy, Drama, Romance            ",6.7,"47,013",Roger Avary,"James Van Der Beek,Ian Somerhalder,Shannyn Sossamon,|,See full cast & crew,","Germany,USA","Kingsgate Films,Roger Avary Filmproduktion GmbH,See more »,","$4,000,000","$6,532,619,"
115,Made of Honor,(2008)," Comedy, Romance            ",5.9,"61,467",Paul Weiland,"Patrick Dempsey,Michelle Monaghan,Kevin McKidd,|,See full cast & crew,","USA,UK","Columbia Pictures Corporation,Relativity Media,Original Film,See more »,","$40,000,000","$46,012,734"
116,Holding the Man,(2015)," Biography, Drama, Romance            ",7.3,"7,872",Neil Armfield,"Ryan Corr,Sarah Snook,Francesco Ferdinandi,|,See full cast & crew,",Australia,"Screen Australia,Goalpost Pictures,Snow Republic,See more »,",,
117,Doubt,(I) (2008)," Drama, Mystery            ",7.5,"111,106",John Patrick Shanley,"Meryl Streep,Philip Seymour Hoffman,Amy Adams,|,See full cast & crew,",USA,"Goodspeed Productions,Scott Rudin Productions,See more »,","$20,000,000","$33,422,556,"
118,Anomalisa,(2015)," Animation, Comedy, Drama            ",7.3,"55,355",,"David Thewlis,Jennifer Jason Leigh,Tom Noonan,","USA,UK","Paramount Animation,HanWay Films,Harmonius Claptrap,See more »,","$8,000,000","$3,759,286"
119,Imagine Me & You,(2005)," Comedy, Drama, Romance            ",6.8,"26,685",Ol Parker,"Piper Perabo,Lena Headey,Matthew Goode,|,See full cast & crew,","UK,Germany","BBC Films,Cougar Films Ltd.,Ealing Studios,See more »,","$7,900,000","$671,240,"
120,Mario,(I) (2018)," Drama, Romance, Sport            ",7.6,780,Marcel Gisler,"Max Hubacher,Aaron Altaras,Jessy Moravec,|,See full cast & crew,",Switzerland,"Triluna Film AG,Carac Films,Schweizer Radio und Fernsehen (SRF),See more »,",,
121,Fired Up!,(2009), Comedy            ,6.2,"40,099",Will Gluck,"Eric Christian Olsen,Nicholas D'Agosto,Sarah Roemer,|,See full cast & crew,",USA,"Screen Gems,Moving Pictures, DPI,Gross Entertainment,See more »,","$20,000,000","$17,231,291,"
122,Elephant,(2003)," Crime, Drama, Thriller            ",7.2,"78,700",Gus Van Sant,"Elias McConnell,Alex Frost,Eric Deulen,|,See full cast & crew,",USA,"HBO Films,Fine Line Features,Meno Films,See more »,","$3,000,000","$1,227,000,"
123,The Best Exotic Marigold Hotel,(2011)," Comedy, Drama, Romance            ",7.3,"83,850",John Madden,"Judi Dench,Bill Nighy,Maggie Smith,|,See full cast & crew,","UK,USA,United Arab Emirates","Blueprint Pictures,See more »,","$10,000,000","$46,412,041"
124,The Sweetest Thing,(2002)," Comedy, Romance            ",5.1,"50,759",Roger Kumble,"Cameron Diaz,Thomas Jane,Christina Applegate,|,See full cast & crew,",USA,"Columbia Pictures Corporation,Konrad Pictures,See more »,","$43,000,000","$24,718,164"
125,Jeepers Creepers II,(2003), Horror            ,5.6,"52,968",Victor Salva,"Jonathan Breck,Ray Wise,Nicki Aycox,|,See full cast & crew,",USA,"United Artists,Myriad Pictures,American Zoetrope,See more »,","$17,000,000","$35,667,218"
126,Fanboys,(2009)," Adventure, Comedy, Drama            ",6.6,"53,545",Kyle Newman,"Dan Fogler,Jay Baruchel,Kristen Bell,|,See full cast & crew,",USA,"The Weinstein Company,Trigger Street Productions,Picture Machine,See more »,","$3,900,000","$688,529"
127,Starred Up,(2013)," Crime, Drama            ",7.4,"38,315",David Mackenzie,"Jack O'Connell,Ben Mendelsohn,Rupert Friend,|,See full cast & crew,",UK,"Film4,Creative Scotland,Quickfire Films,See more »,",,"$34,100,"
128,Best in Show,(2000), Comedy            ,7.5,"50,336",Christopher Guest,"Fred Willard,Eugene Levy,Catherine O'Hara,|,See full cast & crew,",USA,"Castle Rock Entertainment,See more »,","$6,000,000","$18,621,249,"
129,King Cobra,(2016)," Comedy, Crime, Drama            ",5.6,"6,365",Justin Kelly,"Garrett Clayton,Christian Slater,Molly Ringwald,|,See full cast & crew,",USA,"RabbitBandini Productions,Yale Productions,SSS Entertainment,See more »,",,"$28,505,"
130,Behind the Candelabra,(2013)," Biography, Drama, Romance            ",7.0,"36,901",Steven Soderbergh,"Michael Douglas,Matt Damon,Scott Bakula,|,See full cast & crew,",USA,"Jerry Weintraub Productions,HBO Films,See more »,","$23,000,000",
131,En man som heter Ove,(2015)," Comedy, Drama, Romance            ",7.7,"35,049",Hannes Holm,"Rolf Lassgård,Bahar Pars,Filip Berg,|,See full cast & crew,",Sweden,"Tre Vänner Produktion AB,Film i Väst,Nordisk Film,See more »,",,"$3,358,518,"
132,I Now Pronounce You Chuck & Larry,(2007)," Comedy, Romance            ",6.0,"130,993",Dennis Dugan,"Adam Sandler,Kevin James,Jessica Biel,|,See full cast & crew,",USA,"Universal Pictures,Relativity Media,Happy Madison Productions,See more »,","$85,000,000","$120,059,556"
133,54,(1998)," Drama, Music            ",5.8,"29,844",Mark Christopher,"Ryan Phillippe,Salma Hayek,Neve Campbell,|,See full cast & crew,",USA,"Dollface,FilmColony,Miramax,See more »,","$13,000,000","$16,574,731,"
134,After the Dark,(2013)," Drama, Fantasy, Sci-Fi            ",5.7,"19,533",John Huddles,"James D'Arcy,Sophie Lowe,Daryl Sabara,|,See full cast & crew,","USA,Indonesia","An Olive Branch Productions,SCTV,Soundplace,See more »,",,
135,Prom Night,(I) (2008)," Horror, Mystery            ",3.9,"30,986",Nelson McCormick,"Brittany Snow,Scott Porter,Jessica Stroup,|,See full cast & crew,","USA,Canada","Screen Gems,Original Film,Newmarket Films,See more »,","$20,000,000","$43,869,350,"
136,Kill Your Darlings,(2013)," Biography, Drama, Romance            ",6.5,"31,665",John Krokidas,"Daniel Radcliffe,Dane DeHaan,Michael C. Hall,|,See full cast & crew,",USA,"Killer Films,Benaroya Pictures,Outpost Studios,See more »,",,"$1,029,949,"
137,Demain tout commence,(2016)," Comedy, Drama            ",7.4,"15,737",Hugo Gélin,"Omar Sy,Clémence Poésy,Antoine Bertrand,|,See full cast & crew,","France,UK","Mars Films,Vendôme Production,Poisson Rouge Pictures,See more »,",,
138,Just Married,(2003)," Comedy, Romance            ",5.5,"62,967",Shawn Levy,"Ashton Kutcher,Brittany Murphy,Christian Kane,|,See full cast & crew,","USA,Germany","Twentieth Century Fox,Robert Simonds Productions,Mediastream Dritte Film GmbH & Co. Beteiligungs KG,See more »,","$18,000,000","$56,127,162,"
139,Shattered Glass,(2003)," Drama, History            ",7.2,"31,221",Billy Ray,"Hayden Christensen,Chloë Sevigny,Steve Zahn,|,See full cast & crew,","USA,Canada","Lions Gate Films,Cruise/Wagner Productions,Baumgarten Merims Productions,See more »,","$6,000,000","$2,220,008"
140,Hit and Run,(2012)," Action, Comedy, Romance            ",6.1,"31,949",,"Dax Shepard,Kristen Bell,Bradley Cooper,|,See full cast & crew,",USA,"Exclusive Media Group,Panay Films,Primate Pictures,See more »,","$2,000,000","$13,746,550,"
141,Mysterious Skin,(2004)," Drama, Mystery, Thriller            ",7.7,"61,823",Gregg Araki,"Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,|,See full cast & crew,","USA,Netherlands","Antidote Films (I),Desperate Pictures,Fortissimo Films,See more »,",,"$697,181,"
142,Without a Paddle,(2004)," Adventure, Comedy, Mystery            ",5.9,"40,806",Steven Brill,"Matthew Lillard,Seth Green,Dax Shepard,|,See full cast & crew,","USA,New Zealand","Paramount Pictures,De Line Pictures,See more »,","$19,000,000","$58,169,327"
143,The Invention of Lying,(2009)," Comedy, Fantasy, Romance            ",6.4,"104,308",,"Ricky Gervais,Jennifer Garner,Jonah Hill,|,See full cast & crew,",USA,"Warner Bros.,Radar Pictures,Media Rights Capital (MRC),See more »,","$18,500,000","$18,439,082,"
144,Detroit Rock City,(1999)," Comedy, Music            ",6.9,"32,775",Adam Rifkin,"Edward Furlong,Giuseppe Andrews,James DeBello,|,See full cast & crew,",USA,"New Line Cinema,Takoma Entertainment Group,Base 12 Productions,See more »,","$6,500,000","$4,217,115"
145,But I'm a Cheerleader,(1999)," Comedy, Drama, Romance            ",6.6,"22,624",Jamie Babbit,"Natasha Lyonne,Clea DuVall,Michelle Williams,|,See full cast & crew,",USA,"Cheerleader LLC,Hate Kills Man (HKM),Ignite Entertainment,See more »,","$1,200,000","$2,205,627"
146,Philomena,(2013)," Biography, Drama            ",7.6,"86,758",Stephen Frears,"Judi Dench,Steve Coogan,Sophie Kennedy Clark,|,See full cast & crew,","UK,USA,France","The Weinstein Company,Yucaipa Films,Pathé,See more »,","$12,000,000","$37,707,719,"
147,Hummingbird,(I) (2013)," Action, Crime, Drama            ",6.2,"59,655",Steven Knight,"Jason Statham,Agata Buzek,Vicky McClure,|,See full cast & crew,","UK,USA","Lionsgate,IM Global,Shoebox Films,See more »,","$20,000,000","$34,956,"
148,Mi mejor amigo,(2018)," Drama, Romance            ",7.2,218,Martín Deus,"Angelo Mutti Spinetta,Lautaro Rodríguez,Mariana Anghileri,|,See full cast & crew,",Argentina,"Pensa & Rocca Producciones,Oh My Gomez! Films,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),See more »,",,
149,Notes on a Scandal,(2006)," Crime, Drama, Romance            ",7.4,"69,887",Richard Eyre,"Cate Blanchett,Judi Dench,Andrew Simpson,|,See full cast & crew,",UK,"Fox Searchlight Pictures,DNA Films,UK Film Council,See more »,","$15,000,000","$17,508,670,"
150,Gigli,(2003)," Comedy, Crime, Romance            ",2.4,"43,967",Martin Brest,"Ben Affleck,Jennifer Lopez,Justin Bartha,|,See full cast & crew,",USA,"Revolution Studios,City Light Films,Casey Silver Productions,See more »,","$54,000,000","$6,068,735,"
151,"South Park: Bigger, Longer & Uncut",(1999)," Animation, Comedy, Fantasy            ",7.8,"178,379",Trey Parker,"Trey Parker,Matt Stone,Mary Kay Bergman,|,See full cast & crew,",USA,"Scott Rudin Productions,South Park Studios,Comedy Central,See more »,","$21,000,000","$52,008,288,"
152,Friends with Money,(2006)," Comedy, Drama, Romance            ",5.8,"23,371",Nicole Holofcener,"Jennifer Aniston,Frances McDormand,Catherine Keener,|,See full cast & crew,",USA,"This Is That Productions,See more »,","$6,500,000","$13,367,101,"
153,Stay,(I) (2005)," Drama, Mystery, Thriller            ",6.9,"68,867",Marc Forster,"Ewan McGregor,Naomi Watts,Ryan Gosling,|,See full cast & crew,",USA,"Regency Enterprises,New Regency Pictures,Epsilon Motion Pictures,See more »,","$50,000,000","$3,626,883,"
154,Beginners,(2010)," Comedy, Drama, Romance            ",7.2,"82,449",Mike Mills,"Ewan McGregor,Christopher Plummer,Mélanie Laurent,|,See full cast & crew,",USA,"Olympus Pictures,Parts and Labor,Northwood Productions (II),See more »,","$3,200,000","$5,790,894,"
155,Swing Vote,(2008)," Comedy, Drama            ",6.1,"16,459",Joshua Michael Stern,"Kevin Costner,Paula Patton,Kelsey Grammer,|,See full cast & crew,",USA,"Touchstone Pictures,Radar Pictures,1821 Pictures,See more »,","$21,000,000","$16,284,360,"
156,Elena Undone,(2010)," Drama, Romance            ",6.2,"4,561",Nicole Conn,"Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks,|,See full cast & crew,",USA,"Soul Kiss Films,FilmMcQueen,See more »,",,
157,"Angus, Thongs and Perfect Snogging",(2008)," Comedy, Drama, Romance            ",6.4,"23,223",Gurinder Chadha,"Georgia Groome,Aaron Taylor-Johnson,Karen Taylor,|,See full cast & crew,","USA,Germany,UK","Goldcrest Pictures,Bend It Films,Internationale Filmproduktion Stella-del-Süd,See more »,",,
158,Cop Out,(2010)," Action, Comedy, Crime            ",5.6,"80,358",Kevin Smith,"Bruce Willis,Tracy Morgan,Juan Carlos Hernández,|,See full cast & crew,",USA,"Warner Bros.,Marc Platt Productions,See more »,","$37,000,000","$44,875,481"
159,"Paris, je t'aime",(2006)," Comedy, Drama, Romance            ",7.3,"67,025",,"Juliette Binoche,Leonor Watling,Ludivine Sagnier,|,See full cast & crew,","France,Liechtenstein,Switzerland,Germany,USA","Victoires International,Pirol Stiftung,Canal+,See more »,","$13,000,000","$4,857,376,"
160,Freeheld,(2015)," Biography, Drama, Romance            ",6.5,"10,141",Peter Sollett,"Julianne Moore,Ellen Page,Steve Carell,|,See full cast & crew,",USA,"Double Feature Films,Endgame Entertainment,High Frequency Entertainment,See more »,","$7,000,000","$532,988,"
161,Walk of Fame,(I) (2017), Comedy            ,3.1,681,Jesse Thomas,"Scott Eastwood,Malcolm McDowell,Chris Kattan,|,See full cast & crew,",USA,"J Thomas Entertainment,Sugar Studios LA,See more »,",,
162,Perfect Stranger,(2007)," Crime, Drama, Horror            ",5.7,"41,482",James Foley,"Halle Berry,Bruce Willis,Giovanni Ribisi,|,See full cast & crew,",USA,"Revolution Studios,See more »,","$60,795,000","$23,984,949"
163,Center Stage,(2000)," Drama, Music, Romance            ",6.7,"17,223",Nicholas Hytner,"Amanda Schull,Ethan Stiefel,Sascha Radetsky,|,See full cast & crew,",USA,"Columbia Pictures Corporation,Laurence Mark Productions,See more »,","$29,000,000","$17,174,870,"
164,An Unfinished Life,(2005)," Drama, Family, Romance            ",7.0,"26,662",Lasse Hallström,"Jennifer Lopez,Robert Redford,Morgan Freeman,|,See full cast & crew,","Germany,USA","Miramax,Revolution Studios,Initial Entertainment Group (IEG),See more »,",,
165,Starsky & Hutch,(2004)," Comedy, Crime            ",6.1,"129,391",Todd Phillips,"Ben Stiller,Owen Wilson,Snoop Dogg,|,See full cast & crew,",USA,"Dimension Films,Warner Bros.,AR-TL,See more »,","$60,000,000","$88,237,754"
166,Half Nelson,(2006), Drama            ,7.2,"79,073",Ryan Fleck,"Ryan Gosling,Anthony Mackie,Shareeka Epps,|,See full cast & crew,",USA,"Hunting Lane Films,Journeyman Pictures,Silverwood Films,See more »,","$700,000","$2,694,973,"
167,The Pass,(2016)," Drama, Romance            ",6.4,"2,163",Ben A. Williams,"Russell Tovey,Arinzé Kene,Lisa McGrillis,|,See full cast & crew,",UK,"Toledo Productions,See more »,",,
168,Soul Plane,(2004), Comedy            ,4.4,"19,954",Jessy Terrero,"Dwayne Adway,Snoop Dogg,Tom Arnold,|,See full cast & crew,",USA,"Metro-Goldwyn-Mayer (MGM),Turbo Productions,Boz Productions,See more »,","$16,000,000","$13,922,211,"
169,I Am Michael,(2015)," Biography, Drama, Romance            ",5.7,"3,830",Justin Kelly,"James Franco,Zachary Quinto,Emma Roberts,|,See full cast & crew,",USA,"Patriot Pictures,RabbitBandini Productions,Thats Hollywood,See more »,",,
170,Party Monster,(2003)," Biography, Crime, Drama            ",6.3,"13,844",,"Macaulay Culkin,Wilson Cruz,Seth Green,|,See full cast & crew,","USA,Netherlands","World of Wonder,Killer Films,ContentFilm,See more »,","$5,000,000","$728,253,"
171,Persepolis,(2007)," Animation, Biography, Drama            ",8.1,"79,951",,"Chiara Mastroianni,Catherine Deneuve,Gena Rowlands,|,See full cast & crew,","France,USA","2.4.7. Films,France 3 Cinéma,The Kennedy/Marshall Company,See more »,","$7,300,000","$4,443,403,"
172,Whatever Works,(2009)," Comedy, Romance            ",7.2,"65,865",Woody Allen,"Evan Rachel Wood,Larry David,Henry Cavill,|,See full cast & crew,","USA,France","Sony Pictures Classics,Wild Bunch,Gravier Productions,See more »,","$15,000,000","$5,306,447,"
173,Wristcutters: A Love Story,(2006)," Comedy, Drama, Fantasy            ",7.3,"50,439",Goran Dukic,"Patrick Fugit,Shea Whigham,Tom Waits,|,See full cast & crew,","USA,UK","No Matter Pictures,Crispy Films,Adam Sherman,See more »,","$1,000,000","$316,996,"
174,Kinsey,(2004)," Biography, Drama, Romance            ",7.1,"45,344",Bill Condon,"Liam Neeson,Laura Linney,Chris O'Donnell,|,See full cast & crew,","USA,Germany","Fox Searchlight Pictures,Qwerty Films,N1 European Film Produktions GmbH & Co. KG,See more »,","$11,000,000","$10,214,647,"
