,name,year,genre,rate,voter,director,star,country,company,budget,gross
104,The Rules of Attraction,(2002)," Comedy, Drama, Romance            ",6.7,"47,013",Roger Avary,"James Van Der Beek,Ian Somerhalder,Shannyn Sossamon,|,See full cast & crew,","Germany,USA","Kingsgate Films,Roger Avary Filmproduktion GmbH,See more »,","$4,000,000","$6,532,619,"
105,Certain Women,(2016), Drama            ,6.3,"9,601",Kelly Reichardt,"Michelle Williams,Kristen Stewart,Laura Dern,|,See full cast & crew,",USA,"Film Science,Stage 6 Films,See more »,",,"$1,032,942,"
106,Made of Honor,(2008)," Comedy, Romance            ",5.9,"61,467",Paul Weiland,"Patrick Dempsey,Michelle Monaghan,Kevin McKidd,|,See full cast & crew,","USA,UK","Columbia Pictures Corporation,Relativity Media,Original Film,See more »,","$40,000,000","$46,012,734"
107,Duck Butter,(2018)," Comedy, Drama, Romance            ",5.2,"1,376",Miguel Arteta,"Alia Shawkat,Laia Costa,Mae Whitman,|,See full cast & crew,",USA,"Duplass Brothers Productions,See more »,",,"$6,877,"
108,Imagine Me & You,(2005)," Comedy, Drama, Romance            ",6.8,"26,685",Ol Parker,"Piper Perabo,Lena Headey,Matthew Goode,|,See full cast & crew,","UK,Germany","BBC Films,Cougar Films Ltd.,Ealing Studios,See more »,","$7,900,000","$671,240,"
109,The Little Hours,(2017)," Comedy, Romance            ",5.8,"12,485",Jeff Baena,"Alison Brie,Dave Franco,Kate Micucci,|,See full cast & crew,","Canada,USA","Bow and Arrow Entertainment,Concourse Media,Destro Films,See more »,",,"$1,647,175,"
110,Fired Up!,(2009), Comedy            ,6.2,"40,099",Will Gluck,"Eric Christian Olsen,Nicholas D'Agosto,Sarah Roemer,|,See full cast & crew,",USA,"Screen Gems,Moving Pictures, DPI,Gross Entertainment,See more »,","$20,000,000","$17,231,291,"
111,La terza madre,(2007)," Drama, Horror, Thriller            ",5.1,"8,209",Dario Argento,"Asia Argento,Cristian Solimeno,Adam James,|,See full cast & crew,","Italy,USA","Medusa Film,Opera Film (II),Myriad Pictures,See more »,","$3,500,000","$58,669"
112,Ne le dis à personne,(2006)," Crime, Drama, Mystery            ",7.5,"45,175",Guillaume Canet,"François Cluzet,Marie-Josée Croze,André Dussollier,|,See full cast & crew,",France,"Les Productions du Trésor,EuropaCorp,M6 Films,See more »,","€11,700,000","$6,177,192,"
113,Away We Go,(2009)," Comedy, Drama, Romance            ",7.1,"49,106",Sam Mendes,"John Krasinski,Maya Rudolph,Allison Janney,|,See full cast & crew,","USA,UK","Focus Features,Edward Saxon Productions (ESP),Big Beach Films,See more »,","$17,000,000","$9,451,946"
114,Best in Show,(2000), Comedy            ,7.5,"50,336",Christopher Guest,"Fred Willard,Eugene Levy,Catherine O'Hara,|,See full cast & crew,",USA,"Castle Rock Entertainment,See more »,","$6,000,000","$18,621,249,"
115,Their Finest,(2016)," Comedy, Drama, Romance            ",6.8,"13,948",Lone Scherfig,"Gemma Arterton,Sam Claflin,Bill Nighy,|,See full cast & crew,","UK,Sweden","BBC Films,Welsh Government,Pinewood Pictures,See more »,","€10,000,000","$3,595,841,"
116,Half Baked,(1998)," Comedy, Crime            ",6.7,"53,396",Tamra Davis,"Dave Chappelle,Guillermo Díaz,Jim Breuer,|,See full cast & crew,",USA,"Robert Simonds Productions,Universal Pictures,See more »,","$8,000,000","$17,278,980,"
117,Orange County,(2002)," Comedy, Drama            ",6.2,"44,306",Jake Kasdan,"Colin Hanks,Jack Black,Schuyler Fisk,|,See full cast & crew,",USA,"Paramount Pictures,MTV Films,Scott Rudin Productions,See more »,","$18,000,000","$41,032,915,"
118,Todo sobre mi madre,(1999), Drama            ,7.9,"78,770",Pedro Almodóvar,"Cecilia Roth,Marisa Paredes,Candela Peña,|,See full cast & crew,","Spain,France","El Deseo,Renn Productions,France 2 Cinéma,See more »,",,"$8,264,530,"
119,Bridget Jones: The Edge of Reason,(2004)," Comedy, Drama, Romance            ",6.0,"92,088",Beeban Kidron,"Renée Zellweger,Colin Firth,Hugh Grant,|,See full cast & crew,","UK,France,Germany,Ireland,USA","Universal Pictures,StudioCanal,Miramax,See more »,","$40,000,000","$40,226,215"
120,54,(1998)," Drama, Music            ",5.8,"29,844",Mark Christopher,"Ryan Phillippe,Salma Hayek,Neve Campbell,|,See full cast & crew,",USA,"Dollface,FilmColony,Miramax,See more »,","$13,000,000","$16,574,731,"
121,The Black Dahlia,(2006)," Crime, Drama, Mystery            ",5.6,"67,410",Brian De Palma,"Josh Hartnett,Aaron Eckhart,Scarlett Johansson,|,See full cast & crew,","Germany,USA,France","Universal Pictures,Millennium Films,Signature Pictures,See more »,","$50,000,000","$22,518,325,"
122,Mercy,(I) (2017)," Drama, Romance            ",5.5,235,Tali Shalom-Ezer,"Kate Mara,Ellen Page,Elias Koteas,|,See full cast & crew,","UK,USA","Killer Films,Lexis Media,See more »,",,
123,North Country,(2005), Drama            ,7.3,"36,316",Niki Caro,"Charlize Theron,Jeremy Renner,Frances McDormand,|,See full cast & crew,",USA,"Warner Bros.,Industry Entertainment,Participant Media,See more »,","$35,000,000","$18,324,242,"
124,Lost and Delirious,(2001)," Drama, Romance            ",7.0,"18,673",Léa Pool,"Piper Perabo,Jessica Paré,Mischa Barton,|,See full cast & crew,",Canada,"Cité-Amérique,Dummett Films,See more »,",,"$302,365,"
125,The Kids Are All Right,(2010)," Comedy, Drama, Romance            ",7.0,"119,066",Lisa Cholodenko,"Annette Bening,Julianne Moore,Mark Ruffalo,|,See full cast & crew,",USA,"Focus Features,Gilbert Films,Saint Aire Production,See more »,","$3,500,000","$20,811,365"
126,Without a Paddle,(2004)," Adventure, Comedy, Mystery            ",5.9,"40,806",Steven Brill,"Matthew Lillard,Seth Green,Dax Shepard,|,See full cast & crew,","USA,New Zealand","Paramount Pictures,De Line Pictures,See more »,","$19,000,000","$58,169,327"
127,The Hero,(I) (2017)," Comedy, Drama, Romance            ",6.5,"6,124",Brett Haley,"Sam Elliott,Laura Prepon,Krysten Ritter,|,See full cast & crew,",USA,"Houston King Productions,Northern Lights Films,Northern Lights Films and Media Ventures,See more »,",,"$4,077,333,"
128,Tra(sgre)dire,(2000)," Comedy, Drama            ",5.5,"4,099",Tinto Brass,"Yuliya Mayarchuk,Jarno Berardi,Francesca Nunzi,|,See full cast & crew,",Italy,"Lion Pictures,See more »,",,
129,Mona Lisa Smile,(2003), Drama            ,6.5,"69,412",Mike Newell,"Julia Roberts,Kirsten Dunst,Julia Stiles,|,See full cast & crew,",USA,"Revolution Studios,Red Om Films,See more »,","$65,000,000","$63,860,942"
130,But I'm a Cheerleader,(1999)," Comedy, Drama, Romance            ",6.6,"22,624",Jamie Babbit,"Natasha Lyonne,Clea DuVall,Michelle Williams,|,See full cast & crew,",USA,"Cheerleader LLC,Hate Kills Man (HKM),Ignite Entertainment,See more »,","$1,200,000","$2,205,627"
131,Tammy,(2014)," Comedy, Romance            ",4.9,"42,793",Ben Falcone,"Melissa McCarthy,Susan Sarandon,Kathy Bates,|,See full cast & crew,",USA,"Gary Sanchez Productions,New Line Cinema,On The Day Productions,See more »,","$20,000,000","$84,525,432"
132,What Keeps You Alive,(2018)," Horror, Thriller            ",5.9,"1,089",Colin Minihan,"Hannah Emily Anderson,Brittany Allen,Martha MacIsaac,|,See full cast & crew,",Canada,"Digital Interference Productions,See more »,",,
133,Notes on a Scandal,(2006)," Crime, Drama, Romance            ",7.4,"69,887",Richard Eyre,"Cate Blanchett,Judi Dench,Andrew Simpson,|,See full cast & crew,",UK,"Fox Searchlight Pictures,DNA Films,UK Film Council,See more »,","$15,000,000","$17,508,670,"
134,Gigli,(2003)," Comedy, Crime, Romance            ",2.4,"43,967",Martin Brest,"Ben Affleck,Jennifer Lopez,Justin Bartha,|,See full cast & crew,",USA,"Revolution Studios,City Light Films,Casey Silver Productions,See more »,","$54,000,000","$6,068,735,"
135,Swimming Pool,(2003)," Crime, Drama, Mystery            ",6.8,"38,660",François Ozon,"Charlotte Rampling,Charles Dance,Ludivine Sagnier,|,See full cast & crew,","France,UK","Fidélité Productions,France 2 Cinéma,Gimages,See more »,",,"$10,105,505,"
136,My Summer of Love,(2004)," Drama, Romance, Thriller            ",6.8,"18,032",Pawel Pawlikowski,"Natalie Press,Emily Blunt,Paddy Considine,|,See full cast & crew,",UK,"Apocalypso Pictures,The Film Consortium,BBC Films,See more »,","£1,700,000","$992,238,"
137,Fucking Åmål,(1998)," Comedy, Drama, Romance            ",7.6,"46,399",Lukas Moodysson,"Alexandra Dahlström,Rebecka Liljeberg,Erica Carlson,|,See full cast & crew,","Sweden,Denmark","Memfis Film,Det Danske Filminstitut,Film i Väst,See more »,","SEK 9,000,000","$168,761,"
138,The Feels,(2017)," Comedy, Romance            ",5.2,846,Jenée LaMarque,"Constance Wu,Angela Trimbur,Josh Fadem,|,See full cast & crew,",USA,"Provenance Pictures,See more »,",,
139,Stay,(I) (2005)," Drama, Mystery, Thriller            ",6.9,"68,866",Marc Forster,"Ewan McGregor,Naomi Watts,Ryan Gosling,|,See full cast & crew,",USA,"Regency Enterprises,New Regency Pictures,Epsilon Motion Pictures,See more »,","$50,000,000","$3,626,883,"
140,The Canyons,(2013)," Drama, Thriller            ",3.8,"9,628",Paul Schrader,"Lindsay Lohan,James Deen,Nolan Gerard Funk,|,See full cast & crew,",USA,"Prettybird,Post Empire Films,Sodium Fox,See more »,","$250,000","$49,494,"
141,American Mary,(2012)," Drama, Horror            ",6.3,"19,858",,"Katharine Isabelle,Antonio Cupo,Tristan Risk,|,See full cast & crew,",Canada,"IndustryWorks Pictures,American Mary Productions,Evolution Pictures,See more »,",,
142,Teenage Cocktail,(2016)," Drama, Thriller            ",5.8,"3,443",John Carchietta,"Nichole Bloom,Fabianne Therese,Pat Healy,|,See full cast & crew,",USA,"Backup Media,Snowfort Pictures,See more »,",,
143,The Intervention,(I) (2016)," Comedy, Drama            ",6.1,"4,849",Clea DuVall,"Melanie Lynskey,Jason Ritter,Skylar Bernon,|,See full cast & crew,",USA,"Burn Later Productions,See more »,",,"$32,919"
144,Concussion,(2013), Drama            ,5.7,"3,663",Stacie Passon,"Robin Weigert,Maggie Siff,Johnathan Tchaikovsky,|,See full cast & crew,",USA,"93 Films,Razor Wire Films,See more »,",,"$38,361,"
145,Sliding Doors,(1998)," Comedy, Drama, Fantasy            ",6.8,"58,002",Peter Howitt,"Gwyneth Paltrow,John Hannah,John Lynch,|,See full cast & crew,","UK,USA","Intermedia Films,Mirage Enterprises,Miramax,See more »,","$9,000,000","$11,883,495,"
146,Kicking & Screaming,(2005)," Comedy, Family, Romance            ",5.6,"33,280",Jesse Dylan,"Will Ferrell,Robert Duvall,Josh Hutcherson,|,See full cast & crew,",USA,"Universal Pictures,Mosaic Media Group,See more »,","$45,000,000","$52,580,895,"
147,Elena Undone,(2010)," Drama, Romance            ",6.2,"4,561",Nicole Conn,"Necar Zadegan,Thunderbird Dinwiddie,Gary Weeks,|,See full cast & crew,",USA,"Soul Kiss Films,FilmMcQueen,See more »,",,
148,A Perfect Ending,(2012)," Drama, Romance            ",5.8,"3,222",Nicole Conn,"Barbara Niven,Bryan Mordechai Jackson,Jessica Clark,|,See full cast & crew,",USA,"Soul Kiss Films,See more »,","$175,000",
149,Freeheld,(2015)," Biography, Drama, Romance            ",6.5,"10,140",Peter Sollett,"Julianne Moore,Ellen Page,Steve Carell,|,See full cast & crew,",USA,"Double Feature Films,Endgame Entertainment,High Frequency Entertainment,See more »,","$7,000,000","$532,988,"
150,Loving Annabelle,(2006)," Drama, Romance            ",6.5,"10,671",Katherine Brooks,"Erin Kelly,Diane Gaidry,Laura Breckenridge,|,See full cast & crew,",USA,"Big Easy Pictures,Divine Light Pictures,See more »,","$1,000,000","$1,100,000,"
151,Lesbian Vampire Killers,(2009)," Action, Comedy, Fantasy            ",5.2,"18,618",Phil Claydon,"Paul McGann,James Corden,MyAnna Buring,|,See full cast & crew,",UK,"Alliance Films,Momentum Pictures,Velvet Bite,See more »,",,
152,Perfect Stranger,(2007)," Crime, Drama, Horror            ",5.7,"41,480",James Foley,"Halle Berry,Bruce Willis,Giovanni Ribisi,|,See full cast & crew,",USA,"Revolution Studios,See more »,","$60,795,000","$23,984,949"
153,The Stepfather,(2009)," Crime, Thriller            ",5.6,"26,838",Nelson McCormick,"Penn Badgley,Dylan Walsh,Sela Ward,|,See full cast & crew,",USA,"Screen Gems,Maverick Films,Imprint Entertainment,See more »,",,"$29,062,561,"
154,Novitiate,(2017), Drama            ,6.6,"2,573",Maggie Betts,"Melissa Leo,Lisa Stewart,Alyssa Brindley,|,See full cast & crew,",USA,"Maven Pictures,Novitiate Productions,See more »,",,"$580,346,"
155,Bug,(2006)," Drama, Horror, Thriller            ",6.1,"30,765",William Friedkin,"Ashley Judd,Michael Shannon,Harry Connick Jr.,|,See full cast & crew,","USA,Germany","Lions Gate Films,L.I.F.T. Production,DMK Mediafonds International,See more »,","$4,000,000","$7,006,708,"
156,Chinjeolhan geumjassi,(2005)," Crime, Drama, Thriller            ",7.6,"62,663",Chan-wook Park,"Yeong-ae Lee,Min-sik Choi,Shi-hoo Kim,|,See full cast & crew,",South Korea,"CJ Entertainment,CJ Capital Investment,Centurion Investment,See more »,","KRW 4,200,000,000","$211,667,"
157,An Unfinished Life,(2005)," Drama, Family, Romance            ",7.0,"26,662",Lasse Hallström,"Jennifer Lopez,Robert Redford,Morgan Freeman,|,See full cast & crew,","Germany,USA","Miramax,Revolution Studios,Initial Entertainment Group (IEG),See more »,",,
158,All American Bikini Car Wash,(2015), Comedy            ,3.4,845,Nimrod Zalmanowitz,"Jack Cullison,Jason Lockhart,J.R. Ritcherson,|,See full cast & crew,",USA,"Meridien Films,See more »,",,
159,Urban Legends: Final Cut,(2000)," Horror, Mystery, Thriller            ",4.2,"14,533",John Ottman,"Jennifer Morrison,Matthew Davis,Hart Bochner,|,See full cast & crew,","USA,France","Phoenix Pictures,Canal+ Droits Audiovisuels,Original Film,See more »,","$14,000,000","$21,468,807,"
160,Careful What You Wish For,(2015)," Drama, Thriller            ",5.7,"6,358",Elizabeth Allen Rosenbaum,"Nick Jonas,Kiki Harris,David Sherrill,|,See full cast & crew,",USA,"Troika Pictures,Hyde Park Entertainment,Merced Media Partners,See more »,","$8,000,000",
161,Albert Nobbs,(2011)," Drama, Romance            ",6.7,"21,762",Rodrigo García,"Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,|,See full cast & crew,","UK,Ireland,France,USA","Mockingbird Pictures,Trillium Productions,Parallel Film Productions,See more »,","$8,000,000","$3,014,696"
162,Kinsey,(2004)," Biography, Drama, Romance            ",7.1,"45,344",Bill Condon,"Liam Neeson,Laura Linney,Chris O'Donnell,|,See full cast & crew,","USA,Germany","Fox Searchlight Pictures,Qwerty Films,N1 European Film Produktions GmbH & Co. KG,See more »,","$11,000,000","$10,214,647,"
163,Bloomington,(2010), Drama            ,6.0,"4,291",Fernanda Cardoso,"Allison McAtee,Sarah Stouffer,Katherine Ann McGregor,|,See full cast & crew,",USA,"Frontier Studios,See more »,",,
164,Córki dancingu,(2015)," Drama, Fantasy, Horror            ",6.4,"4,419",Agnieszka Smoczynska,"Marta Mazurek,Michalina Olszanska,Kinga Preis,|,See full cast & crew,",Poland,"Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Platige Image,Telewizja Polska,See more »,",,"$98,818,"
165,100 Girls,(2000)," Comedy, Romance            ",5.9,"19,608",Michael Davis,"Jonathan Tucker,Emmanuelle Chriqui,James DeBello,|,See full cast & crew,",USA,"Dream Entertainment,Michael/Finney Productions,See more »,",,
166,Princess Cyd,(2017)," Drama, Romance            ",6.7,"1,836",Stephen Cone,"Marika Mashburn,Jessie Pinnick,Paul Fagen,|,See full cast & crew,",USA,"Sunroom Pictures,See more »,",,
167,I Can't Think Straight,(2008)," Drama, Romance            ",6.6,"6,894",Shamim Sarif,"Lisa Ray,Sheetal Sheth,Antonia Frering,|,See full cast & crew,",UK,"Enlightenment Productions,See more »,",,"$39,373,"
168,Better Than Chocolate,(1999)," Comedy, Drama, Romance            ",6.1,"7,270",Anne Wheeler,"Wendy Crewson,Karyn Dwyer,Christina Cox,|,See full cast & crew,",Canada,"British Columbia Film,CITY-TV,Government of British Columbia Film Incentive BC Program,See more »,",,"$2,011,254,"
169,88 Minutes,(2007)," Crime, Drama, Mystery            ",5.9,"70,610",Jon Avnet,"Al Pacino,Alicia Witt,Ben McKenzie,|,See full cast & crew,","USA,Germany,Canada","Millennium Films,Equity Pictures Medienfonds GmbH & Co. KG III,Brightlight Pictures,See more »,","$30,000,000","$16,930,884,"
170,The Comedian,(2016), Comedy            ,5.7,"5,535",Taylor Hackford,"Robert De Niro,Leslie Mann,Danny DeVito,|,See full cast & crew,",USA,"Cinelou Films,Linson Entertainment,Anvil Films,See more »,","$15,000,000","$1,658,706,"
171,White Oleander,(2002), Drama            ,7.2,"27,734",Peter Kosminsky,"Michelle Pfeiffer,Renée Zellweger,Robin Wright,|,See full cast & crew,",USA,"Warner Bros.,Gaylord Films,John Wells Productions,See more »,","$16,000,000","$16,346,122,"
172,Women in Trouble,(2009)," Comedy, Drama            ",5.8,"5,550",Sebastian Gutierrez,"Carla Gugino,Adrianne Palicki,Connie Britton,|,See full cast & crew,",USA,"Gato Negro Films,See more »,",,
173,Clouds of Sils Maria,(2014), Drama            ,6.7,"23,871",Olivier Assayas,"Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,|,See full cast & crew,","France,Germany,Switzerland","CG Cinéma,Pallas Film,CAB Productions,See more »,",,"$1,811,138,"
174,What We Did on Our Holiday,(2014)," Comedy, Drama            ",6.9,"16,177",,"Rosamund Pike,David Tennant,Billy Connolly,|,See full cast & crew,",UK,"BBC Films,Lipsync Productions,Origin Pictures,See more »,","£3,500,000",
175,Hollywoodland,(2006)," Biography, Crime, Drama            ",6.5,"31,089",Allen Coulter,"Adrien Brody,Ben Affleck,Diane Lane,|,See full cast & crew,",USA,"Focus Features,Miramax,Back Lot Pictures,See more »,","$28,000,000","$14,415,222,"
176,4/20 Massacre,(2018)," Action, Horror            ",4.0,293,Dylan Reynolds,"Jamie Bernadette,Vanessa Rose Parker,Stacey Danger,|,See full cast & crew,",USA,,,
177,I Could Never Be Your Woman,(2007)," Comedy, Drama, Romance            ",6.0,"15,884",Amy Heckerling,"Michelle Pfeiffer,Paul Rudd,Saoirse Ronan,|,See full cast & crew,",USA,"Bauer Martinez Studios,Templar Films Unlimited,Formula Films,See more »,","$24,000,000",
178,Trauma,(II) (2017)," Action, Drama, Horror            ",5.9,206,Lucio A. Rojas,"Catalina Martin,Macarena Carrere,Ximena del Solar,|,See full cast & crew,",Chile,"Trauma Spa,Border Motion Cinema,Chris Reiben Productions,See more »,","€180,000",
